Name	Glottocode	Area	Longitude	Latitude	classification	Countries	Family_ID
Lampung Nyo	lamp1242	NA	105.397	-4.43957	aust1307/mala1545/lamp1241	ID	aust1307
Lampung Api	lamp1243	NA	105.037	-5.73463	aust1307/mala1545/lamp1241/pesi1234	ID	aust1307
Lamalama	lamu1254	NA	143.977	-14.559	pama1250/pama1251/lama1273/coas1321	AU	pama1250
Lanas Lobu	lana1236	NA	116.577	5.39196	aust1307/mala1545/nort3253/saba1285/sout3154/grea1293/pait1248/uppe1426	MY	aust1307
Lapuyan Subanun	lapu1236	NA	123.13	7.53449	aust1307/mala1545/grea1284/suba1253/nucl1726	PH	aust1307
Laragia	lara1258	NA	130.922	-12.4111	NA	AU	NA
Lardil	lard1243	NA	139.4343	-16.56152	tang1340	AU	tang1340
Larevat	lare1249	NA	167.387	-16.1971	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	VU	aust1307
Lasalimu	lasa1237	NA	123.129	-5.23602	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/buto1237/east2751	ID	aust1307
Lauan	laua1243	NA	-178.785	-18.2131	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/east2446	FJ	aust1307
Lauje	lauj1238	NA	120.262	0.50708	aust1307/mala1545/cele1242/grea1299/tomi1242/nort2897	ID	aust1307
Lau	lauu1247	NA	160.872	-8.51018	aust1307/mala1545/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284	SB	aust1307
Lawangan	lawa1257	NA	115.876	-1.80261	aust1307/mala1545/basa1291/grea1283/nort2888	ID	aust1307
Ledo Kaili	ledo1238	NA	120.132	-1.03033	aust1307/mala1545/cele1242/kail1255/nort2898/kail1254/comm1248	ID	aust1307
Lehali	leha1243	NA	167.332	-13.5043	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262	VU	aust1307
Lehalurup	leha1244	NA	167.343342	-13.542726	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262	VU	aust1307
Lelak	lela1246	NA	114.029	4.11426	aust1307/mala1545/nort3253/nort3171/bera1263/cent2094/cent2273	MY	aust1307
Lelepa	lele1267	NA	168.202	-17.6042	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/epie1239/efat1236/nort3222	VU	aust1307
Lemerig	leme1238	NA	167.420676	-13.739697	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262/leme1240	VU	aust1307
Lemolang	lemo1243	NA	120.27	-2.63313	aust1307/mala1545/sout2923	ID	aust1307
Lenakel	lena1238	NA	169.261	-19.4763	aust1307/mala1545/east2712/ocea1241/sout3173/sout2868/tann1242/nort3218	VU	aust1307
Lengo	leng1259	NA	160.42	-9.56425	aust1307/mala1545/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	SB	aust1307
Lengilu	leng1260	NA	115.91	3.69641	aust1307/mala1545/nort3253/nort3171/kela1257	ID	aust1307
Linngithigh	leni1238	NA	141.962	-12.771375	pama1250/pama1251/nort2758/leni1237	AU	pama1250
Letemboi-Repanbitip	lete1241	NA	167.566	-16.4339	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	VU	aust1307
Lewo	lewo1242	NA	168.334	-16.7612	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/lame1259	VU	aust1307
Liabuku	liab1237	NA	122.699	-5.32268	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847	ID	aust1307
Light Warlpiri	ligh1234	NA	NA	NA	mixe1287/warl1257	AU	mixe1287
Limos Kalinga	limo1248	NA	121.381	17.6081	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/nort3226	PH	aust1307
Tado-Lindu	lind1248	NA	120.063	-1.35748	aust1307/mala1545/cele1242/kail1255/nort2898/kail1254/kula1284	ID	aust1307
Neverver	ling1265	NA	167.499	-16.1986	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	VU	aust1307
Naman	litz1237	NA	167.415	-16.1331	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	VU	aust1307
Lolak	lola1250	NA	124.117	0.85544	aust1307/mala1545/grea1284/goro1257/goro1273	ID	aust1307
Lomaiviti	loma1261	NA	179.306	-18.0001	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/east2446/nucl1823/viwa1234	FJ	aust1307
Loncong	lonc1237	NA	103.548	-0.02586	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/bang1370	ID	aust1307
Longgu	long1395	NA	160.663	-9.75258	aust1307/mala1545/east2712/ocea1241/sout2853/mala1485	SB	aust1307
Western Lowland Kenyah	long1406	NA	114.82	3.85226	aust1307/mala1545/nort3253/nort3171/keny1280/lowl1270/west2875	MY	aust1307
Lonwolwol	lonw1238	NA	168.016	-16.2286	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240	VU	aust1307
Nethalp	lore1244	NA	167.166325	-15.334763	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/shar1251	VU	aust1307
Lo-Toga	loto1240	NA	166.634338	-13.334872	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262/hiwl1234	VU	aust1307
Lotud	lotu1250	NA	116.232	6.13732	aust1307/mala1545/nort3253/saba1285/sout3154/grea1293/bisa1270	MY	aust1307
Lower Riverland	lowe1402	NA	140.5	-34.6	pama1250/sout3135/vict1234/lowe1401	AU	pama1250
Lower Darling-Lower Lachlan	lowe1403	NA	141.5854211	-33.9470874	pama1250/sout3135/vict1234/lowe1401/yara1253	AU	pama1250
Tanudan Kalinga	lowe1412	NA	121.311	17.3441	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282/sout3203/sout3207	PH	aust1307
Lower Southern Aranda	lowe1436	NA	135.4	-26.3	pama1250/aran1266/aran1267/sout3384	AU	pama1250
Lower Richmond	lowe1444	NA	153.48612	-28.937029	pama1250/sout3135/news1235/band1357/band1339/coas1320	AU	pama1250
Lubu	lubu1241	NA	99.74549	0.63989	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280	ID	aust1307
Lubuagan Kalinga	lubu1243	NA	121.0365	17.3879	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282	PH	aust1307
Lundayeh	lund1271	NA	115.5	4.25064	aust1307/mala1545/nort3253/nort3171/kela1257	BN;ID;MY	aust1307
Ma'anyan	maan1238	NA	115.092	-2.1239	aust1307/mala1545/basa1291/grea1283/sout2919/maan1240	ID	aust1307
Mabaka Valley Kalinga	maba1279	NA	121.073	17.6683	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/nort3226/nort3231	PH	aust1307
Madngele	madn1237	NA	130.6	-13.9479	east2374	AU	east2374
Madukayang Kalinga	madu1248	NA	121.236	17.1794	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282/sout3203/sout3207	PH	aust1307
Tirax	maee1241	NA	167.288	-15.9914	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261	VU	aust1307
Maeng Itneg	maen1235	NA	120.718	17.2453	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bont1246/kank1245/maen1236	PH	aust1307
Mafea	mafe1237	NA	167.241	-15.4316	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/east2754/mafe1238	VU	aust1307
Mag-Anchi Ayta	maga1263	NA	120.459	15.1954	aust1307/mala1545/cent2080/samb1319/maga1270	PH	aust1307
Southern Binukidnon	maga1264	NA	122.769	9.49196	aust1307/mala1545/grea1284/cent2246/bisa1268/negr1236	PH	aust1307
Mag-Indi Ayta	magi1241	NA	120.182	14.9617	aust1307/mala1545/cent2080/samb1319/maga1270	PH	aust1307
Maguindanao	magu1243	NA	124.509	6.9453	aust1307/mala1545/grea1284/dana1253	PH	aust1307
Maii	maii1238	NA	168.211	-16.7388	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/bier1245	VU	aust1307
Usun Apau Kenyah	main1275	NA	114.039	3.54443	aust1307/mala1545/nort3253/nort3171/keny1280/high1288	ID;MY	aust1307
Maiwa (Indonesia)	maiw1250	NA	119.978	-3.59444	aust1307/mala1545/sout2923/nort2894/mase1250	ID	aust1307
Makassar Malay	maka1305	NA	119.408	-5.16108	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234	ID	aust1307
Makasar	maka1311	NA	119.838	-5.65551	aust1307/mala1545/sout2923/maka1310/nucl1727	ID	aust1307
Malayic Dayak	mala1480	NA	111.136	-2.78384	aust1307/mala1545/mala1536/nort3170/mala1538	ID	aust1307
Manado Malay	mala1481	NA	124.843	1.48099	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/mana1300	ID	aust1307
Malango	mala1484	NA	160.118	-9.61383	aust1307/mala1545/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	SB	aust1307
Malaweg	mala1534	NA	121.391322	17.844833	aust1307/mala1545/nort3238/caga1241/iban1268	PH	aust1307
Na'ahai	malf1237	NA	167.509	-16.5499	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/sout3197	VU	aust1307
Malgana	malg1242	NA	114.245	-26.211	pama1250/sout3134/kart1249/kart1250	AU	pama1250
Malimpung	mali1283	NA	119.76	-3.6996000000000002	aust1307/mala1545/sout2923/nort2894/mase1250	ID	aust1307
Malinguat	mali1288	NA	NA	NA	book1242	PG	book1242
Tamambo	malo1243	NA	167.16	-15.6835	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/sout3339	VU	aust1307
Malua-Tepërav	malu1245	NA	167.208	-15.9813	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223	VU	aust1307
Mamanwa	mama1275	NA	125.548	9.44744	aust1307/mala1545/grea1284/cent2246	PH	aust1307
Mamasa	mama1276	NA	119.484	-3.0811	aust1307/mala1545/sout2923/nort2894/tora1260	ID	aust1307
Mamuju	mamu1255	NA	119.082	-2.50762	aust1307/mala1545/sout2923/nort2894	ID	aust1307
Manangkari	mana1248	NA	132.352	-11.361	unat1236/iwai1249	AU	unat1236
Manda (Australia)	mand1416	NA	129.885	-13.6481	west2434/waga1259/amem1235	AU	west2434
Mandandanyi	mand1417	NA	148.978	-26.573	pama1250/grea1282/guwa1245/mari1445/sout2765	AU	pama1250
Mandar	mand1442	NA	119.068	-3.34717	aust1307/mala1545/sout2923/nort2894	ID	aust1307
Mangarrayi	mang1381	NA	133.5	-14.8	mang1423	AU	mang1423
Mangerr	mang1382	NA	132.973	-12.2391	giim1238	AU	giim1238
Mangala	mang1383	NA	123.769	-18.6597	pama1250/dese1234/marr1265	AU	pama1250
Mangareva	mang1401	NA	-134.97	-23.1095	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/east2895/fare1245	PF	aust1307
Mansaka	mans1262	NA	126.181	6.79221	aust1307/mala1545/grea1284/cent2246/mans1261/east2477	PH	aust1307
Maori	maor1246	NA	176.541	-38.2881	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/east2896/sout3383	NZ	aust1307
Mapun	mapu1244	NA	118.75	6.09061	aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254	MY;PH	aust1307
Marra	mara1385	NA	134.865	-14.7927	mang1423/mara1414	AU	mang1423
Maranunggu	mara1386	NA	130.12	-13.6754	west2434/waga1259	AU	west2434
Maragus	mara1399	NA	167.33	-16.0695	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261	VU	aust1307
Maranao	mara1404	NA	124.175	7.79414	aust1307/mala1545/grea1284/dana1253	PH	aust1307
Marau Wawa	mara1417	NA	162.1901	-10.825887	uncl1493	SB	uncl1493
Margu	marg1251	NA	132.587	-11.1823	marr1257	AU	marr1257
Margany	marg1253	NA	144.892	-26.789	pama1250/grea1282/guwa1245/mari1445/sout2765/marg1252	AU	pama1250
Marimanindji	mari1417	NA	130.561	-14.1788	west2434/brin1245	AU	west2434
Maringarr	mari1419	NA	130.25	-14.3819	west2434/brin1245/mari1418	AU	west2434
Maridjabin	mari1421	NA	129.844	-13.8754	west2434/brin1245/mari1420	AU	west2434
Maridan	mari1422	NA	130.079	-14.0542	west2434/brin1245/mari1420	AU	west2434
Mariyedi	mari1423	NA	129.876	-13.7687	west2434/brin1245/mari1420	AU	west2434
Marithiel	mari1424	NA	130.237	-13.8818	west2434/brin1245/mari1420	AU	west2434
Sunwadia	mari1426	NA	168.057941	-14.970047	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/maew1234	VU	aust1307
Maritime Polynesian Pidgin	mari1446	NA	-148.42673	-16.593829	pidg1258/tahi1243	PF	pidg1258
Marriammu	marr1256	NA	130.5	-12.28	west2434/brin1245/mari1420	AU	west2434
Marshallese	mars1254	NA	167.73	8.72	aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844	MH	aust1307
Marti Ke	mart1254	NA	129.837	-14.0058	west2434/brin1245/mari1418	AU	west2434
Martuthunira	mart1255	NA	116.607	-20.9294	pama1250/sout3134/pilb1234/ngay1241/cent2248	AU	pama1250
Martu Wangka	mart1256	NA	123.66842240336	-23.350911655789	pama1250/dese1234/wati1241/mart1257/warn1245	AU	pama1250
Masadiit Itneg	masa1307	NA	120.829	17.4501	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/masa1325	PH	aust1307
Masbate Sorsogon	masb1237	NA	124.002	12.8438	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/masb1239	PH	aust1307
Masbatenyo	masb1238	NA	123.63579	12.21453	aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/masb1239	PH	aust1307
Maskelynes	mask1242	NA	167.818	-16.5073	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	VU	aust1307
Matigsalug Manobo	mati1250	NA	125.16	7.72124	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/cent2088	PH	aust1307
Mawng	maun1240	NA	133.376	-11.66	iwai1246	AU	iwai1246
Mavea Sign Language	mave1234	NA	167.22968	-15.38634	sign1238/vill1244	VU	sign1238
Mayaguduna	maya1280	NA	140.337	-18.1147	pama1250/pama1251/maya1279	AU	pama1250
Maykulan	mayk1239	NA	140.481	-20.4352	pama1250/pama1251/maya1279/nucl1332	AU	pama1250
Mayoyao Ifugao	mayo1262	NA	121.29	16.9984	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/ifug1247/bata1319	PH	aust1307
Mbabaram	mbab1239	NA	143.438	-20.1389	pama1250/pama1251/fina1240	AU	pama1250
Rimanggudhinma	mbar1253	NA	143.789	-14.529	pama1250/pama1251/lama1273	AU	pama1250
Mbara-Yanga	mbar1254	NA	142.475904	-19.29	pama1250/pama1251	AU	pama1250
Mbiywom	mbiy1238	NA	142.2710997	-12.89620501	pama1250/pama1251/nort2758	AU	pama1250
Mele-Fila	mele1250	NA	168.275	-17.6841	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245/mele1252	VU	aust1307
Mendalam Kayan	mend1267	NA	113.286	0.98794	aust1307/mala1545/nort3253/kaya1335/kaya1336/kaya1333	ID	aust1307
Mentawai	ment1249	NA	98.9401	-1.41092	aust1307/mala1545/nort2829/nucl1463/ment1248	ID	aust1307
Menterap	ment1251	NA	110.670512	-0.293181	aust1307/mala1545/mala1536/nort3170/mala1538/west2821	ID	aust1307
Merei	mere1242	NA	166.905	-15.2839	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/tial1241	VU	aust1307
Merlav	merl1237	NA	168.053527	-14.450679	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262	VU	aust1307
Middle Clarence Bandjalang	midd1357	NA	152.780249	-29.042737	pama1250/sout3135/news1235/band1357/band1339/inla1268	AU	pama1250
Minangkabau	mina1268	NA	100.44	-0.896	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253/mina1280	ID	aust1307
Minkin	mink1237	NA	139.541931	-17.736653	NA	AU	NA
Minokok	mino1243	NA	116.759	5.43348	aust1307/mala1545/nort3253/saba1285/sout3154/grea1293/dusu1277/kada1292/sugu1244	MY	aust1307
Miriwung	miri1266	NA	128.889	-16.3596	jarr1235/miri1274	AU	jarr1235
Miriwoong Sign Language	miri1273	NA	128.73861	-15.77361	sign1238/vill1244	AU	sign1238
Mithaka	mith1236	NA	139.598447	-25.13606725	pama1250/karn1253/cent2016/mith1235	AU	pama1250
Miwa	miwa1242	NA	126.921	-14.3484	worr1236/nort2751/forr1234	AU	worr1236
Modang	moda1244	NA	116.573	0.80793	aust1307/mala1545/nort3253/kaya1335/moda1243	ID	aust1307
Mokilese	moki1238	NA	159.776	6.65651	aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/pona1248	FM	aust1307
Molbog	molb1237	NA	117.030502	7.956663	aust1307/mala1545/grea1284/pala1354/sout3165/molb1238	MY;PH	aust1307
Moma	moma1242	NA	120.009	-1.4313	aust1307/mala1545/cele1242/kail1255/nort2898/kail1254/kula1284	ID	aust1307
Mongondow	mong1342	NA	124.114	0.64616	aust1307/mala1545/grea1284/goro1257/mong1346	ID	aust1307
Mori Bawah	mori1268	NA	121.37	-2.56016	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/east2489/east2490	ID	aust1307
Mori Atas	mori1269	NA	121.035	-2.2555	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/west2566/inte1258	ID	aust1307
Ande	moro1286	NA	166.891	-15.3498	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/sout3194	VU	aust1307
Moronene	moro1287	NA	121.824	-4.62361	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/east2489	ID	aust1307
Mortlockese	mort1237	NA	153.710778	5.50735	aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/east2764/mort1238	FM	aust1307
Mota	mota1237	NA	167.690924	-13.835361	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262	VU	aust1307
Mwotlap	motl1237	NA	167.706277	-13.655015	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262	VU	aust1307
Mount Avejaha Sign Language	moun1255	NA	NA	NA	sign1238/vill1244	PG	sign1238
Moyadan Itneg	moya1235	NA	120.702	17.4232	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/masa1325	PH	aust1307
Mpalityanh-Luthigh	mpal1237	NA	142.4853284	-12.16733589	pama1250/pama1251/nort2758	AU	pama1250
Mpotovoro	mpot1241	NA	167.232	-15.8988	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230/boto1250	VU	aust1307
Mt. Iriga Agta	mtir1235	NA	123.463	13.4566	aust1307/mala1545/grea1284/cent2246/biko1240/inag1234	PH	aust1307
Mt. Iraya Agta	mtir1236	NA	123.552	13.4588	aust1307/mala1545/grea1284/cent2246/biko1240/inag1234	PH	aust1307
Mualang	mual1241	NA	111.077	0.31083	aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269	ID	aust1307
Mudburra	mudb1240	NA	132.329	-16.7694	pama1250/dese1234/ngum1251/ngum1256/guri1250	AU	pama1250
Mullukmulluk	mull1237	NA	130.664	-13.427	nort1547	AU	nort1547
Muluridyi	mulu1243	NA	145.329	-17.0601	pama1250/yimi1234/yala1261	AU	pama1250
Munaseli Pandai	muna1238	NA	NA	NA	book1242	NA	book1242
Muna	muna1247	NA	122.541	-5.40419	aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847	ID	aust1307
Murik (Malaysia)	muri1259	NA	114.434	3.7519	aust1307/mala1545/nort3253/kaya1335/kaya1336	MY	aust1307
Murriny Patha	murr1258	NA	129.70152	-14.74852	sout2772	AU	sout2772
Muruwari	muru1266	NA	146.546	-28.9618	pama1250/sout3135/news1235/muru1265	AU	pama1250
Musi	musi1241	NA	103.945	-2.93987	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/cent2391/musi1243	ID	aust1307
Nakara	naka1260	NA	134.32729	-12.07653	mani1293/nakk1234	AU	mani1293
Nalögo	nalo1235	NA	165.8	-10.8	aust1307/mala1545/east2712/ocea1241/temo1244/reef1242/natu1250	SB	aust1307
Namakura	nama1268	NA	168.569	-16.8979	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269	VU	aust1307
Namonuito	namo1247	NA	149.685202	8.584627	aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/sata1238/macr1274	FM	aust1307
Namosi-Naitasiri-Serua	namo1248	NA	177.637	-18.5308	aust1307/mala1545/east2712/ocea1241/cent2060/west2518	FJ	aust1307
Nangikurrunggurr	nang1259	NA	131.237	-14.268	sout2772	AU	sout2772
Nanggu	nang1262	NA	165.887	-10.7441	aust1307/mala1545/east2712/ocea1241/temo1244/reef1242	SB	aust1307
Napu	napu1241	NA	120.338	-1.43707	aust1307/mala1545/sout2923/ramp1244/bada1260	ID	aust1307
Narango	nara1263	NA	167.047	-15.5259	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/sout3194	VU	aust1307
Narom	naro1251	NA	114.011	4.42115	aust1307/mala1545/nort3253/nort3171/bera1263/cent2094/cent2273	MY	aust1307
Narrinyeri	narr1259	NA	140.158	-36.2301	pama1250/sout3135/vict1234/lowe1401/yara1253	AU	pama1250
Narungga	naru1238	NA	137.535	-34.69	pama1250/aran1266/thur1253/core1260/sout2760	AU	pama1250
Nasal	nasa1239	NA	103.5719	-4.8652	aust1307/mala1545	ID	aust1307
Nasarian	nasa1240	NA	167.414	-16.3497	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	VU	aust1307
Nasvang	nasv1234	NA	167.639563	-16.458173	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/nasv1235	VU	aust1307
Nati	nati1244	NA	167.496054	-16.468709	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nind1243	VU	aust1307
Natügu	natu1246	NA	165.835	-10.6771	aust1307/mala1545/east2712/ocea1241/temo1244/reef1242/natu1250	SB	aust1307
Natügu (Retired)	natu1249	NA	165.835	-10.6771	book1242	SB	book1242
Nauo	nauo1235	NA	135.828014	-33.79661078	pama1250/aran1266/thur1253/core1260/unun9967	AU	pama1250
Nauru	naur1243	NA	166.922	-0.52957	aust1307/mala1545/east2712/ocea1241/micr1243/kosr1239	NR	aust1307
Navut	navu1237	NA	166.798	-15.3169	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/tial1241	VU	aust1307
Navwien	navw1234	NA	167.554419	-16.502947	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	VU	aust1307
Neku	neku1237	NA	165.578	-21.6524	aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246	NC	aust1307
Nemi	nemi1240	NA	164.797	-20.6791	aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/hyen1234	NC	aust1307
Nengone	neng1238	NA	167.964	-21.5305	aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/loya1239	NC	aust1307
Nese	nese1235	NA	167.222769	-15.952608	aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230	VU	aust1307
North Midlands Tasmanian	neta1235	NA	147.20848	-41.55781	nort1442	AU	nort1442
New Caledonian Javanese	newc1244	NA	166.445	-22.3001	aust1307/mala1545/java1253/mode1251	NC	aust1307
New Caledonian Pidgin French	newc1245	NA	NA	NA	pidg1258/fren1279	NC	pidg1258
New South Wales Pidgin	news1234	NA	NA	NA	pidg1258/engl1287	AU	pidg1258
New Zealand Sign Language	newz1236	NA	175.773	-39.2923	sign1238/deaf1237/bsli1234/banz1243	NZ	sign1238
Ngaanyatjarra	ngaa1240	NA	127.602	-25.7514	pama1250/dese1234/wati1241/pint1254/nucl1724/wang1300/tjar1234	AU	pama1250
Ngadjuri	ngad1257	NA	139.08123163651	-32.930160660336	pama1250/aran1266/thur1253/core1260/unun9967	AU	pama1250
Ngadjunmaya	ngad1258	NA	124.46601	-32.02447	pama1250/sout3134/mirn1243	AU	pama1250
Ngaju	ngaj1237	NA	112.794	-1.58463	aust1307/mala1545/basa1291/grea1283/sout2921	ID	aust1307
Ngalkbun	ngal1292	NA	133.936	-13.9783	gunw1250	AU	gunw1250
Ngalakgan	ngal1293	NA	134.716	-14.4281	gunw1250/jala1236	AU	gunw1250
Ngamini-Yarluyandi-Karangura	ngam1265	NA	138.701	-27.1797	pama1250/karn1253/cent2016/west2438/pirl1239/dier1240	AU	pama1250
Ngandi	ngan1295	NA	134.649	-12.8448	gunw1250/east2701	AU	gunw1250
Nganyaywana	ngan1296	NA	151.313	-29.581	pama1250/macl1239	AU	pama1250
Ngarinman	ngar1235	NA	130.651	-15.4661	pama1250/dese1234/ngum1251/ngum1256/guri1250/ngum1257	AU	pama1250
Ngarnka	ngar1283	NA	134.73	-17.42	mirn1241/guda1245	AU	mirn1241
Ngarinyin	ngar1284	NA	126.433	-16.4006	worr1236	AU	worr1236
Ngarla on the Ashburton river south of the Hamersley range	ngar1286	NA	118.82594	-20.37356	book1242	AU	book1242
Ngarluma	ngar1287	NA	117.203	-20.9235	pama1250/sout3134/pilb1234/ngay1241/cent2248/ngar1293	AU	pama1250
Ngardi	ngar1288	NA	129.0308	-21.0231	pama1250/dese1234/ngum1251/ngum1256/west3005	AU	pama1250
Ngarla	ngar1296	NA	119.30579	-20.20748	pama1250/sout3134/pilb1234/ngay1241/nort3178	AU	pama1250
Ngatik Men's Creole	ngat1248	NA	157.156112	5.78748	spee1234/indo1335	FM	spee1234
Ngawun	ngaw1240	NA	141.471	-19.4484	pama1250/pama1251/maya1279/nucl1332	AU	pama1250
Ngkoth	ngko1236	NA	141.886762	-12.740575	pama1250/pama1251/nort2758	AU	pama1250
Nguluwan	ngul1236	NA	137.34	8.45	aust1307/mala1545/east2712/ocea1241/yape1250	FM	aust1307
Ngumbarl	ngum1253	NA	122.230025	-17.491239	nyul1248/east2381/unun9988	AU	nyul1248
Ngurmbur	ngur1260	NA	132.508	-12.6483	unat1236/umbu1259	AU	unat1236
Wilson River (Grey Range)	ngur1261	NA	142.45	-27.58	pama1250/karn1253/badj1246/east2872	AU	pama1250
Nhanda	nhan1238	NA	114.2680442	-27.425236430000002	pama1250/sout3134/kart1249	AU	pama1250
Nhuwala	nhuw1239	NA	115.74542	-21.38154	pama1250/sout3134/pilb1234/ngay1241	AU	pama1250
Nias	nias1242	NA	97.4961	0.90691	aust1307/mala1545/nort2829/nucl1463/ment1248/nias1241	ID	aust1307
Nyiyaparli-Palyku	nija1241	NA	120.831	-22.8558	pama1250/sout3134/pilb1234/ngay1241/cent2248	AU	pama1250
Nijadali	nija1242	NA	120.83057	-22.85576	book1242	AU	book1242
